standardized_inchikey,standardized_SMILES,RT
IHGXBAMAHRLAOP-UHFFFAOYSA-N,N=c1cc(N2CCCCC2)nc(N)n1O,4.88
RONZAEMNMFQXRA-UHFFFAOYSA-N,CN1CCN2c3ncccc3Cc3ccccc3C2C1,5.29
PVLJETXTTWAYEW-UHFFFAOYSA-N,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,9.14
YHXISWVBGDMDLQ-UHFFFAOYSA-N,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,4.98
YFGHCGITMMYXAQ-UHFFFAOYSA-N,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,6.76
DEDOPGXGGQYYMW-UHFFFAOYSA-N,CCSC(=O)N1CCCCCC1,9.89
KLPWJLBORRMFGK-UHFFFAOYSA-N,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,4.89
QVCMHGGNRFRMAD-WDDLGXIYSA-N,CC1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,2.92
LHVAZUAALQTANZ-UHFFFAOYSA-N,CC1C(=O)OC2CC[N+]3([O-])CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.19
KRTSDMXIXPKRQR-AATRIKPKSA-N,CNC(=O)/C=C(\C)OP(=O)(OC)OC,4.36
LKJPSUCKSLORMF-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Cl)cc1,7.76
BMLIZLVNXIYGCK-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Cl)cc1,6.9
AGAHNABIDCTLHW-UHFFFAOYSA-N,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,6.59
NVEPPWDVLBMNMB-UHFFFAOYSA-N,Cc1ccsc1C=CC1=NCCCN1C,4.36
BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2.54
WAEXKFONHRHFBZ-AQAWCHBVSA-N,CN1CC[C@]23c4c5ccc(O[C@@H]6OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)C=CC3[C@H]1C5,1.63
YWEYZPZIMCQHFM-YZQVUBQISA-N,COc1ccc2c3c1O[C@H]1[C@@H](O[C@@H]4OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)C=CC4C(C2)NCCC341,2.48
MYCMTMIGRXJNSO-UHFFFAOYSA-N,CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1,8.29
YZBLFMPOMVTDJY-UVBGDQTOSA-N,CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=CC(C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,13.85
VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,6.21
WPNJAUFVNXKLIM-UHFFFAOYSA-N,COc1nc(C)nc(Cl)c1NC1=NCCN1,3.26
HZJKXKUJVSEEFU-UHFFFAOYSA-N,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,9.74
MMOXZBCLCQITDF-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccc(C)c1,8.2
UDCDOJQOXWCCSD-UHFFFAOYSA-N,Cc1ccc(NS(=O)(=O)N(C)C)cc1,7.25
JOFDPSBOUCXJCC-UHFFFAOYSA-N,Cc1ccc(NC=O)c(C)c1,6.67
BLXXJMDCKKHMKV-UHFFFAOYSA-N,COc1ccc2cc(CCC(C)=O)ccc2c1,9.82
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,4.29
OZGNYLLQHRPOBR-DHZHZOJOSA-N,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,8.52
NETZHAKZCGBWSS-CEDHKZHLSA-N,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,4.17
BUYMVQAILCEWRR-UHFFFAOYSA-N,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,8.55
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,7.06
UIQMVEYFGZJHCZ-SSTWWWIQSA-N,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,3.39
UZHSEJADLWPNLE-OGLQFSJHSA-N,C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,3.44
DQCKKXVULJGBQN-UWFFTQNDSA-N,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,3.58
BAZGVDKAIHZPOH-ZBRFXRBCSA-N,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2O)CC(=O)CC4,9.37
YAVZJESPWDUVFZ-RYIFMDQWSA-N,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1)CC(=O)CC4,13.6
CNIIGCLFLJGOGP-UHFFFAOYSA-N,c1ccc2c(CC3=NCCN3)cccc2c1,4.84
WXZVAROIGSFCFJ-UHFFFAOYSA-N,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,10.18
CMWTZPSULFXXJA-UHFFFAOYSA-N,COc1ccc2cc(C(C)C(=O)O)ccc2c1,8.99
JXTHEWSKYLZVJC-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,6.75
OELFLUMRDSZNSF-UHFFFAOYSA-N,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,10.36
DVPAZLZLYMWEQQ-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2F)c2cc(N(O)O)ccc2N1,7.35
HIGKMVIPYOFHBP-UHFFFAOYSA-N,NCC(O)COc1ccccc1C(=O)CCc1ccccc1,7.09
KOHIRBRYDXPAMZ-UHFFFAOYSA-N,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,8.28
CCGPUGMWYLICGL-UHFFFAOYSA-N,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,10.67
VRBKIVRKKCLPHA-UHFFFAOYSA-N,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,9.95
RGPDEAGGEXEMMM-UHFFFAOYSA-N,CN1CCOC(c2ccccc2)c2ccccc2C1,5.67
YAGBSNMZQKEFCO-UHFFFAOYSA-N,CCNC(C)Cc1ccccc1,4.4
DSVANJLPGIFCHN-XMMISQBUSA-N,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc(N(O)O)c1,8.39
RTCOGUMHFFWOJV-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,6.62
DFPAKSUCGFBDDF-UHFFFAOYSA-N,NC(=O)c1cccnc1,2.73
SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1c1cccnc1,2.41
HHYZVARGMYRCGA-UHFFFAOYSA-N,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1N(O)O,8.31
BRZANEXCSZCZCI-UHFFFAOYSA-N,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,4.56
JZFPYUNJRRFVQU-UHFFFAOYSA-N,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,9.86
DANUORFCFTYTSZ-RNGAQJRJSA-N,CO[C@@H]1C[C@@H](C[C@H]2CC[C@H](C)[C@H](C(C)C(=O)O)O2)O[C@]2(O[C@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)C[C@H]2C)[C@@H]1C,13.94
NCYVXEGFNDZQCU-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccnc1,4.64
WBSUTCRZYKSDJL-UHFFFAOYSA-N,COC(=O)C1=C(C#N)N=C(C)C(C(=O)OC(C)C)C1c1cccc(N(O)O)c1,10.29
LGCASWYXQOZFBB-QRWMCTBCSA-N,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)[C@@H]1c1ccccc1N(O)O,10.62
ZWIKMHMXRCCKQO-UHFFFAOYSA-N,CC(C)NC(=O)c1ccccc1O,7.14
GTIWZPWWILFJAP-DHZHZOJOSA-N,CCN(Cc1ccc(Cl)nc1)/C(=C/N(O)O)NC,3.9
YNIRJEBNUCUDES-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(N(O)O)ccc2N1,7.79
NIVXESVOAGRDQU-UHFFFAOYSA-N,ON(O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,12.06
FSQVBDXDWOYHAP-UHFFFAOYSA-N,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc(N(O)O)c1,12.02
MZDZEYRHRKDOOP-IZZDOVSWSA-N,CN/C(=C\N(O)O)NCCSCc1csc(CN(C)C)n1,2.96
XXPANQJNYNUNES-UHFFFAOYSA-N,CN1Cc2c(N)cccc2C(c2ccccc2)C1,5.42
YOYLLRBMGQRFTN-ZCXKYXFVSA-N,CO[C@@]12CC[C@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@@H]2O5,5.96
PTJADDMMFYXMMG-IBGZPJMESA-N,CNCCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,6.51
VPIXQGUBUKFLRF-UHFFFAOYSA-N,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,9.14
JNNOSTQEZICQQP-UHFFFAOYSA-N,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,7.29
HKOIXWVRNLGFOR-KOFBORESSA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341,3.5
IKACRWYHQXOSGM-UHFFFAOYSA-N,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CNC,7.84
AKPLHCDWDRPJGD-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,9.23
HVKCEFHNSNZIHO-YBEGLDIGSA-N,CNCC/C=C1/c2ccccc2COc2ccccc21,7.03
DLNKOYKMWOXYQA-VXNVDRBHSA-N,C[C@@H](N)[C@@H](O)c1ccccc1,3.54
KDYGOTULHKNOFI-VZEZWKOXSA-N,C#C[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C,10.85
LRCXRAABFLIVAI-UHFFFAOYSA-N,NCC(O)c1cccc(O)c1,1.81
PMCBDBWCQQBSRJ-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCNCC1,4.68
OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,4.46
NVGOPFQZYCNLDU-UHFFFAOYSA-N,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,8.51
BEQZHFIKTBVCAU-UHFFFAOYSA-N,NC1(c2ccccc2Cl)CCCCC1=O,4.69
CIDGBRQEYYPJEM-CYBMUJFWSA-N,CNC[C@@H](C)CN1c2ccccc2Sc2ccc(OC)cc21,8.33
WCJFBSYALHQBSK-UHFFFAOYSA-N,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,7.68
ZBILSSSEXRZGKS-UHFFFAOYSA-N,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,6.86
ONBWJWYUHXVEJS-ZTYRTETDSA-N,Oc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341,2.71
PNYKGCPSFKLFKA-UHFFFAOYSA-N,CNCCOC(c1ccccc1)c1ccccc1C,7.54
RIKMCJUNPCRFMW-VSYOVCOZSA-N,COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)NCC[C@]314,3.71
SRPXSILJHWNFMK-ZBEGNZNMSA-N,N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,9.3
ADYPFAAFSHUCKN-UHFFFAOYSA-N,O=c1cnc(C2CCCCC2)c2cc(Cl)ccc2n1,10.13
PDJZPNKVLDWEKI-ZBFHGGJFSA-N,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC,5.28
FUEUKSCRQNPXKS-UHFFFAOYSA-N,CNCC(C)CN1c2ccccc2CCc2ccccc21,8.49
PHVGLTMQBUFIQQ-UHFFFAOYSA-N,CNCCC=C1c2ccccc2CCc2ccccc21,8.51
UPKQNCPKPOLASS-UHFFFAOYSA-N,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,6.96
AKNNEGZIBPJZJG-MSOLQXFVSA-N,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,6.96
NJPPVKZQTLUDBO-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,11.9
YTYGAJLZOJPJGH-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F,12.67
DYYIUCVAQGRACE-KGSXXDOSSA-N,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,11.24
SNPGTHLGFHVIDA-UHFFFAOYSA-N,CCCNC(C)Cc1ccccc1,4.83
SAPGTCDSBGMXCD-UHFFFAOYSA-N,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,9.17
QTPJMTACJMLPLL-UHFFFAOYSA-N,CCOP(=S)(OCC)OCC,9.04
NFLGNXQFVLJJEM-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1O,3.18
UWJUQVWARXYRCG-UHFFFAOYSA-N,CN(C)CC1CCCCC1(O)c1cccc(O)c1,4.06
KYYIDSXMWOZKMP-UHFFFAOYSA-N,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,4.795
GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,4.375
OWDLFBLNMPCXSD-UHFFFAOYSA-N,Cc1cccc(C)c1N(C(=O)CCl)C1CCOC1=O,7
KVWDHTXUZHCGIO-UHFFFAOYSA-N,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,4.99
QQBDLJCYGRGAKP-UHFFFAOYSA-N,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,5.66
PZXOQEXFMJCDPG-UHFFFAOYSA-N,CNC(=O)CSP(=O)(OC)OC,3.35
FELGMEQIXOGIFQ-UHFFFAOYSA-N,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,4.98
YNZFUWZUGRBMHL-UHFFFAOYSA-N,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,7.83
LLLFASISUZUJEQ-UHFFFAOYSA-N,CCN(CC)C(=O)SCc1ccccc1Cl,11.34
AHFZDNYNXFMRFQ-UHFFFAOYSA-N,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,12.68
RMYSOWZVUXPOHD-ZCFIWIBFSA-N,Cc1ncc(N(O)O)n1C[C@H](O)CCl,4.84
QVYRGXJJSLMXQH-UHFFFAOYSA-N,Cc1ccccc1C(OCCN(C)C)c1ccccc1,7.44
UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],10.35
DVOODWOZJVJKQR-UHFFFAOYSA-N,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,11.15
CHNUNORXWHYHNE-UHFFFAOYSA-N,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,12.35
UWVQIROCRJWDKL-UHFFFAOYSA-N,COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,6.29
KZAUOCCYDRDERY-UITAMQMPSA-N,CNC(=O)O/N=C(\SC)C(=O)N(C)C,3.77
IOXAXYHXMLCCJJ-UHFFFAOYSA-N,Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC2COC2)n1,6.52
BAINIUMDFURPJM-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,8.42
AQKCJDFMDAPELP-UHFFFAOYSA-N,O=C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1O,8.43
CTRLABGOLIVAIY-UHFFFAOYSA-N,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,6.545
IQADUMSPOQKAAO-UHFFFAOYSA-N,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,8.04
FTLDJPRFCGDUFH-UHFFFAOYSA-N,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,10.89
BEZZFPOZAYTVHN-UHFFFAOYSA-N,COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1,6.66
NVOYVOBDTVTBDX-DARNAUMHSA-N,CC[N+]1(C)[C@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12,3.87
KYGZCKSPAKDVKC-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,6.03
QTQPVLDZQVPLGV-UHFFFAOYSA-N,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,5.34
CEMAWMOMDPGJMB-UHFFFAOYSA-N,C=CCOc1ccccc1OCC(O)CNC(C)C,5.66
CMHHMUWAYWTMGS-UHFFFAOYSA-N,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,5.94
XIQVNETUBQGFHX-UHFFFAOYSA-N,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,8.92
AMEKQAFGQBKLKX-UHFFFAOYSA-N,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,5.59
BRUQQQPBMZOVGD-FSFXSCMFSA-N,COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,3.61
GDYUVHBMFVMBAF-LIRRHRJNSA-N,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1,6.14
OQMBBFQZGJFLBU-UHFFFAOYSA-N,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],12.11
WYWIFABBXFUGLM-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,6.99
UQCNKQCJZOAFTQ-VSYOVCOZSA-N,CN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,2.75
RUPOLIZWSDDWNJ-UHFFFAOYSA-N,OCCN1CCN(CCCN2c3ccccc3Sc3cccnc32)CC1,7.57
XCWPUUGSGHNIDZ-UHFFFAOYSA-N,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,5.76
DUDKAZCAISNGQN-UHFFFAOYSA-N,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,7.98
OKISUZLXOYGIFP-UHFFFAOYSA-N,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,11.87
RMOGWMIKYWRTKW-UONOGXRCSA-N,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,9.49
PMXMIIMHBWHSKN-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,5.33
XQYZDYMELSJDRZ-UHFFFAOYSA-N,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,6.27
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,3.48
KXUBAVLIJFTASZ-UHFFFAOYSA-N,CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,6.13
PABNIDWPAXZVPS-UHFFFAOYSA-N,CCOP(=O)(OCC)Oc1ccc(N(O)O)cc1,8.01
RJORLBDIYQMIPY-UHFFFAOYSA-N,COP(=O)(OC)Oc1ccc(N(O)O)cc1,6.36
AELCKTYUQSOHFQ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc(N(O)O)cc1,10.71
QCRYHFOUKKHLRY-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(N(O)O)cc1,9.24
AHOUBRCZNHFOSL-YOEHRIQHSA-N,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,7.87
SGEJQUSYQTVSIU-UHFFFAOYSA-N,CCCCN(CC)C(=O)SCCC,11.51
HDOVLPFABNJQJO-UHFFFAOYSA-N,Nc1nc(O)c(-c2ccccc2)o1,4.34
KQXKVJAGOJTNJS-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,9.01
WKBPZYKAUNRMKP-UHFFFAOYSA-N,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,10.83
OGYFATSSENRIKG-UHFFFAOYSA-N,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,11.38
JMPFULLIDJPGSU-UHFFFAOYSA-N,CCC(CC)Nc1c(N(O)O)cc(C)c(C)c1N(O)O,12.8
MDLAAYDRRZXJIF-UHFFFAOYSA-N,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,10.07
JTHMHWAHAKLCKT-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(C(F)(F)F)cc1,10.87
WGVWLKXZBUVUAM-UHFFFAOYSA-N,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,10.63
VOKSWYLNZZRQPF-GDIGMMSISA-N,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,5.46
WLIWIUNEJRETFX-UHFFFAOYSA-N,CCCC(NC)C(=O)c1ccccc1,4.89
MRWQRJMESRRJJB-UHFFFAOYSA-N,CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,9.44
BYPFEZZEUUWMEJ-UHFFFAOYSA-N,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,5.23
CFJMRBQWBDQYMK-UHFFFAOYSA-N,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,7.87
DFMLULIEUUXXSA-UHFFFAOYSA-N,CCCC(NC)C(=O)c1ccc2c(c1)OCO2,4.99
WEYVCQFUGFRXOM-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,8.8
YEHCICAEULNIGD-MZMPZRCHSA-N,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,6.19
LUALIOATIOESLM-UHFFFAOYSA-N,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,7.45
DQEKPJGOLWCONR-SFTDATJTSA-N,CC1(C)[C@](C)(C(=O)O)[C@@]1(C=C(Cl)Cl)c1cccc(Oc2ccccc2)c1,13.93
RGCVKNLCSQQDEP-UHFFFAOYSA-N,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,9.55
XADCESSVHJOZHK-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,5.25
CSWIKHNSBZVWNQ-UHFFFAOYSA-N,CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,10.09
CPJSUEIXXCENMM-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1,5.93
CGMJQQJSWIRRRL-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,8.93
ZQHYKVKNPWDQSL-NKDCDXMNSA-N,CC1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1,6.08
VEQOALNAAJBPNY-UHFFFAOYSA-N,Cc1cc(=O)n(-c2ccccc2)n1C,4.63
QPFYXYFORQJZEC-UHFFFAOYSA-N,Nc1ccc(N=Nc2ccccc2)c(N)n1,8.49
JTJMJGYZQZDUJJ-UHFFFAOYSA-N,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,5.74
RMUCZJUITONUFY-UHFFFAOYSA-N,NNCCc1ccccc1,3.71
IJHNSHDBIRRJRN-UHFFFAOYSA-N,CN(C)CCC(c1ccccc1)c1ccccn1,4.98
IDOWTHOLJBTAFI-UHFFFAOYSA-N,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,8.75
OOBHFESNSZDWIU-UHFFFAOYSA-N,CC1NCCOC1c1ccccc1,4.14
SBNFWQZLDJGRLK-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,13.38
DQDAYGNAKTZFIW-UHFFFAOYSA-N,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,9.05
DHHVAGZRUROJKS-UHFFFAOYSA-N,CC(C)(N)Cc1ccccc1,4.64
XAMUDJHXFNRLCY-UHFFFAOYSA-N,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,10.68
MRBDMNSDAVCSSF-UHFFFAOYSA-N,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,5.86
PKYKNPLSFOKASK-UHFFFAOYSA-N,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,8.98
IZRPKIZLIFYYKR-UHFFFAOYSA-N,CN(C)CCOc1ccccc1Cc1ccccc1,7.29
CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,7.08
GPFAJKDEDBRFOS-FKQDBXSBSA-N,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2.73
SBUQZKJEOOQSBV-UHFFFAOYSA-N,CNC(C)Cc1ccc(O)cc1,2.9450000000000003
BULVZWIRKLYCBC-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSCC,11.37
FMXFZNGITFNSAG-UHFFFAOYSA-N,CCOP(=O)(OCC)SCSCC,8.6
IOUNQDKNJZEDEP-UHFFFAOYSA-N,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,11.27
LMNZTLDVJIUSHT-UHFFFAOYSA-N,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,8.94
RGCLLPNLLBQHPF-CMDGGOBGSA-N,CCN(CC)C(=O)/C(Cl)=C(/C)OP(=O)(OC)OC,6.27
